9.64,9.64,1.67,15.73,15.05
21.00,21.00,5.04,25.04,27.68
27.28,27.28,17.67,43.56,47.42
27.42,27.42,22.55,45.18,85.83
31.83,31.83,26.94,43.22,84.74
40.60,40.60,26.49,54.20,83.58
41.88,41.88,30.68,60.88,82.50
43.85,43.85,31.62,63.49,81.49
43.37,43.37,28.24,62.16,80.39
42.22,42.22,25.29,59.75,78.55
43.36,43.36,18.38,58.80,80.71
48.48,48.48,22.51,62.45,80.34
48.77,48.77,21.73,61.26,78.42
45.84,45.84,19.74,63.02,76.18
44.35,44.35,21.96,61.38,74.51
46.31,46.31,23.25,61.14,73.95
49.15,49.15,29.11,62.31,74.85
50.37,50.37,26.26,63.95,74.87
50.01,50.01,22.64,63.20,74.29
48.42,48.42,23.24,62.66,74.40
47.10,47.10,22.94,62.75,76.68
46.07,46.07,23.71,62.69,75.02
46.33,46.33,29.65,64.19,74.32
45.76,45.76,33.71,62.14,75.27
44.69,44.69,30.92,62.71,74.41
43.42,43.42,28.70,62.72,73.54
42.90,42.90,23.46,61.81,73.79
39.25,39.25,35.05,60.55,72.33
33.67,33.67,36.60,59.26,73.49
31.59,31.59,26.93,57.76,74.00
30.52,30.52,26.45,58.74,73.46
29.82,29.82,20.87,57.72,73.68
32.54,32.54,31.86,57.32,71.77
32.15,32.15,33.77,60.02,74.44
30.87,30.87,30.74,58.42,75.21
27.73,27.73,31.08,58.82,73.26
26.91,26.91,35.89,59.14,72.94
28.99,28.99,41.33,59.43,72.34
31.92,31.92,26.65,59.59,71.63
31.01,31.01,33.96,59.05,70.71
28.52,28.52,39.28,58.83,73.25
22.98,22.98,37.19,56.51,71.07
24.08,24.08,31.65,56.57,71.23
26.58,26.58,31.32,58.01,73.44
26.53,26.53,31.81,53.16,69.86
26.32,26.32,35.80,53.13,72.59
25.08,25.08,36.76,55.55,75.21
26.65,26.65,36.69,55.90,72.95
25.55,25.55,39.02,57.29,71.47
24.54,24.54,33.29,58.87,70.64
25.01,25.01,41.76,56.93,73.51
28.99,28.99,39.56,58.68,68.49
